iter	RMSE
0	0.3738436052
1	0.3589852326
2	0.3447191231
3	0.3311902584
4	0.3191896383
5	0.3064797994
6	0.2944641464
7	0.2829831264
8	0.2721049921
9	0.2615380203
10	0.2510949563
11	0.2420239324
12	0.2335165628
13	0.2245795026
14	0.2160292678
15	0.2074530007
16	0.1997489023
17	0.1920720265
18	0.1849667485
19	0.1778684763
20	0.1716439621
21	0.1651254623
22	0.1590174186
23	0.1532171601
24	0.147642794
25	0.1422516843
26	0.1368623597
27	0.1319068827
28	0.127159245
29	0.1229425797
30	0.118436204
31	0.1145169838
32	0.1108582809
33	0.1071153702
34	0.1035537568
35	0.1000015802
36	0.09684870558
37	0.0936993426
38	0.09076581925
39	0.08820141387
40	0.08569691522
41	0.08328460452
42	0.0807875819
43	0.07834801251
44	0.07595078758
45	0.07374457711
46	0.07176992366
47	0.06982532509
48	0.06795242699
49	0.0661852691
50	0.06450081726
51	0.06289415501
52	0.06129649507
53	0.05992428711
54	0.05859963649
55	0.05733873383
56	0.05603632155
57	0.05477179139
58	0.05366132255
59	0.05269723449
60	0.05173276205
61	0.05071899405
62	0.04994912178
63	0.04905346009
64	0.04837016595
65	0.04771996248
66	0.04687410725
67	0.04608914297
68	0.04536037901
69	0.04458019953
70	0.0439965757
71	0.04331357764
72	0.04275306767
73	0.04238922489
74	0.04196263439
75	0.04140197568
76	0.041092633
77	0.04057300918
78	0.04010402792
79	0.03964679519
80	0.03925904931
81	0.03897052545
82	0.03868415588
83	0.03825532721
84	0.03800873284
85	0.0377908611
86	0.03746316403
87	0.03729602298
88	0.0371172546
89	0.03685382459
90	0.03667932998
91	0.03645496363
92	0.03625300128
93	0.03599806142
94	0.03575656765
95	0.03561094478
96	0.0354732752
97	0.03523469489
98	0.03513672629
99	0.03485210369
100	0.03451964216
101	0.03424967565
102	0.03406317472
103	0.0338267339
104	0.03372680818
105	0.03351569627
106	0.03331276601
107	0.03315306254
108	0.03294273182
109	0.03288129073
110	0.03275980178
111	0.03264885552
112	0.03259421728
113	0.03240254462
114	0.03214552208
115	0.03208771199
116	0.0320438965
117	0.03194729122
118	0.0318034889
119	0.03171758169
120	0.03157362452
121	0.03140289201
122	0.03136122662
123	0.03113510662
124	0.03095911599
125	0.03091588597
126	0.03085152112
127	0.03080851313
128	0.0306716881
129	0.03061173605
130	0.03057820945
131	0.0305394653
132	0.0303929202
133	0.03036545196
134	0.0302961621
135	0.03015473221
136	0.0301191094
137	0.03010129435
138	0.03006098136
139	0.02994101401
140	0.02988201947
141	0.02981365811
142	0.0297017478
143	0.02962140277
144	0.02952487712
145	0.02948892688
146	0.02944992283
147	0.0293840078
148	0.02935922415
149	0.02932594495
150	0.02929020968
151	0.02911606855
152	0.02891674681
153	0.0288288324
154	0.02878767853
155	0.02875371243
156	0.02871932813
157	0.02856209888
158	0.02845902611
159	0.02833896214
160	0.02817721608
161	0.02805944933
162	0.02801639113
163	0.02798641821
164	0.02795397247
165	0.02782612634
166	0.02779921005
167	0.0276342963
168	0.02758047679
169	0.02748326992
170	0.02743308337
171	0.0273983812
172	0.02730040306
173	0.02723440767
174	0.02718932577
175	0.02716198927
176	0.02705409944
177	0.02703454853
178	0.02694469703
179	0.02691579646
180	0.02688517069
181	0.02685482762
182	0.02682489275
183	0.02670631809
184	0.02665971792
185	0.02663116536
186	0.02658709789
187	0.02652914227
188	0.02644356641
189	0.02641800677
190	0.02638383727
191	0.02633994486
192	0.02629962985
193	0.0262620021
194	0.02623310336
195	0.02619636817
196	0.0261725859
197	0.02612916063
198	0.02610397586
199	0.02608475972
200	0.02601222971
201	0.02600089207
202	0.02588416133
203	0.02582878917
204	0.02581044106
205	0.02578755549
206	0.02574915737
207	0.02565874334
208	0.02555171366
209	0.02548038473
210	0.0254713727
211	0.02541022658
212	0.02532396925
213	0.02527304195
214	0.02522456681
215	0.02520575013
216	0.02518375772
217	0.02516313546
218	0.02513423303
219	0.0250529144
220	0.02504066471
221	0.02500764324
222	0.0249799998
223	0.02490510713
224	0.02486563166
225	0.0248373377
226	0.02480405947
227	0.024787101
228	0.02475908241
229	0.02474221825
230	0.02471760708
231	0.02468569602
232	0.02466784633
233	0.02464088004
234	0.02458808654
235	0.02455142947
236	0.0244951807
237	0.0244795557
238	0.02445584661
239	0.02442408186
240	0.02435338416
241	0.02431579184
242	0.02429492969
243	0.02428765115
244	0.02427263097
245	0.02425719547
246	0.02415740383
247	0.02413500991
248	0.02410883518
249	0.02409049408
250	0.02407216834
251	0.02405260747
252	0.02402140905
253	0.02400220312
254	0.02398533572
255	0.02395689918
256	0.02393868412
257	0.02390237778
258	0.02388427672
259	0.02382004816
260	0.02378537147
261	0.02375106537
262	0.02372606967
263	0.02367310211
264	0.02366409152
265	0.02364693258
266	0.02363016754
267	0.02353649515
268	0.02349349999
269	0.02346113674
270	0.02345314303
271	0.02343452564
272	0.02340914338
273	0.02337124475
274	0.02333039319
275	0.0232968169
276	0.02326029335
277	0.02325033606
278	0.02323714526
279	0.02323090745
280	0.02322264507
281	0.02320958695
282	0.02317436698
283	0.02313548421
284	0.02310420028
285	0.02308434416
286	0.02306744232
287	0.02306146422
288	0.02303223803
289	0.02300513237
290	0.02296858598
291	0.02296273527
292	0.0228598716
293	0.02282066198
294	0.02279973343
295	0.02277756731
296	0.02272690165
297	0.02269813179
298	0.02262637818
299	0.02262068169
300	0.02259474658
301	0.02255651815
302	0.02253428863
303	0.02250918582
304	0.02248489931
305	0.02244924418
306	0.02242786798
307	0.02241303893
308	0.02236753075
309	0.02233821871
310	0.02231821215
311	0.02229906977
312	0.02226944856
313	0.02225091753
314	0.02221039501
315	0.02218104282
316	0.02217556771
317	0.0221590598
318	0.02215371457
319	0.02212110012
320	0.02211586923
321	0.02205536432
322	0.02198907987
323	0.02198396762
324	0.02189537267
325	0.02187535176
326	0.02186331956
327	0.02184633108
328	0.02181728254
329	0.02179916062
330	0.02178614685
331	0.02170461914
332	0.02169011661
333	0.02167908502
334	0.02166196172
335	0.02165708425
336	0.02164110151
337	0.0216233003
338	0.02158837611
339	0.02156577015
340	0.02153740421
341	0.02152777421
342	0.0214970335
343	0.02148290246
344	0.02146410486
345	0.02144918284
346	0.02137449652
347	0.02135097726
348	0.02129493351
349	0.02128421712
350	0.02126855049
351	0.02119340304
352	0.02117878932
353	0.02116083532
354	0.02114583483
355	0.02111874604
356	0.02107316903
357	0.02100210486
358	0.02098766519
359	0.02097870415
360	0.02096368377
361	0.02094756103
362	0.02093881903
363	0.02092461675
364	0.02090966744
365	0.02088259276
366	0.02087271889
367	0.02086415736
368	0.02085045144
369	0.02084192625
370	0.02077503032
371	0.02076469325
372	0.02073856291
373	0.02073036138
374	0.02070204192
375	0.02068939108
376	0.0206635559
377	0.02064931168
378	0.02062263838
379	0.02061182716
380	0.02060389364
381	0.02058746249
382	0.02057104294
383	0.02050661409
384	0.02049107332
385	0.02046487313
386	0.0204518748
387	0.02043731438
388	0.02041848199
389	0.0204108825
390	0.0203475024
391	0.02033557196
392	0.0203112202
393	0.02029086341
394	0.020265504
395	0.02020587065
396	0.02019844819
397	0.02019068413
398	0.02017751167
399	0.0201524698
400	0.02013006465
401	0.02012118619
402	0.02009436562
403	0.02008715673
404	0.02003420813
405	0.02000251541
406	0.01999548112
407	0.01993884943
408	0.01991844513
409	0.01990757544
410	0.01989963529
411	0.0198428128
412	0.0198219189
413	0.01981413501
414	0.01980654106
415	0.0197501381
416	0.01972134646
417	0.01966730526
418	0.01964073101
419	0.01959028512
420	0.01958210539
421	0.01956123766
422	0.01950767677
423	0.01948587383
424	0.01947420729
425	0.01944571483
426	0.01939286517
427	0.01934974454
428	0.01930511053
429	0.01928566468
430	0.01926988613
431	0.01924844804
432	0.01923867399
433	0.01922914305
434	0.01920956328
435	0.01919254887
436	0.01915124048
437	0.01913902364
438	0.01912425857
439	0.01911344856
440	0.01908451612
441	0.01907127447
442	0.01905654399
443	0.01904005104
444	0.01902520968
445	0.01899759998
446	0.01895786779
447	0.01894024931
448	0.01893090851
449	0.01891109525
450	0.0188924897
451	0.01887953951
452	0.01884237529
453	0.0188037558
454	0.01879260285
455	0.01876941233
456	0.01875521961
457	0.01873259863
458	0.01872329713
459	0.01870983371
460	0.01868802862
461	0.01867148693
462	0.01865825225
463	0.01863334513
464	0.01860418831
465	0.01858262209
466	0.01856181276
467	0.01852263268
468	0.01847803001
469	0.01846292445
470	0.01842710176
471	0.01841485836
472	0.01836972481
473	0.01835308156
474	0.01831876917
475	0.01828567577
476	0.01825823907
477	0.01824386775
478	0.01823506052
479	0.01821808357
480	0.01819929022
481	0.01819070235
482	0.01818382396
483	0.01816497017
484	0.01813995693
485	0.01813223665
486	0.01810881103
487	0.01809062686
488	0.01807107957
489	0.01803986027
490	0.01801134939
491	0.01798975585
492	0.0179571428
493	0.01794354582
494	0.01793456046
495	0.01792937188
496	0.01790047185
497	0.01789576645
498	0.01788132434
499	0.01787672613
500	0.01784911484
501	0.01782009271
502	0.01780173769
503	0.01776601559
504	0.01774658405
505	0.01773706052
506	0.01772159992
507	0.01771327758
508	0.01769420559
509	0.01767633115
510	0.017660041
511	0.01764667024
512	0.01763660366
513	0.01761136234
514	0.01760165662
515	0.0175888006
516	0.01756497799
517	0.0175523474
518	0.01754569692
519	0.01751284779
520	0.01748248192
521	0.01746648768
522	0.01744476811
523	0.01743389268
524	0.01742871234
525	0.01741077788
526	0.01738970563
527	0.01736194169
528	0.01735378995
529	0.01734495665
530	0.01732972985
531	0.01732098774
532	0.01729767429
533	0.01728857099
534	0.01727922927
535	0.01725688558
536	0.01725192379
537	0.01723961325
538	0.0172196323
539	0.01721201708
540	0.01719760977
541	0.0171776444
542	0.01716843119
543	0.01715993388
544	0.01713160434
545	0.01711017941
546	0.01709434494
547	0.01706906646
548	0.0170404292
549	0.01701980861
550	0.01700597974
551	0.01697933361
552	0.01695479004
553	0.01694605323
554	0.01693544079
555	0.01692654166
556	0.01691514975
557	0.01690170999
558	0.01688793396
559	0.01686097292
560	0.01684623862
561	0.01683762775
562	0.01681319337
563	0.01680203011
564	0.01679087903
565	0.01676823998
566	0.01675067147
567	0.01674277639
568	0.01672301986
569	0.01671222875
570	0.0167011446
571	0.01669469348
572	0.01667359808
573	0.01665208471
574	0.01664807203
575	0.01663173019
576	0.01662786942
577	0.01660656547
578	0.01659132801
579	0.01657279334
580	0.01656784703
581	0.01655358963
582	0.01653620179
583	0.01652061144
584	0.01651351594
585	0.01650117266
586	0.01648996198
587	0.01647747283
588	0.01647155856
589	0.01646582874
590	0.01645213198
591	0.01644240419
592	0.01643436591
593	0.01642456343
594	0.01640248225
595	0.01638295952
596	0.01635712445
597	0.01633155074
598	0.01632378899
599	0.01631542529
600	0.01630862067
601	0.01628431081
602	0.01627825048
603	0.01625571139
604	0.01624285568
605	0.01622965552
606	0.01622455457
607	0.01621647934
608	0.01619851096
609	0.01619487082
610	0.01616682381
611	0.01614879327
612	0.01612556584
613	0.01612044401
614	0.01611292904
615	0.01610244922
616	0.01608728945
617	0.01606922729
618	0.01606139237
619	0.01605382765
620	0.01604448709
621	0.01603653279
622	0.01601827993
623	0.01600819174
624	0.01598257138
625	0.01595142985
626	0.01594646201
627	0.01594204417
628	0.0159309485
629	0.01591276883
630	0.01590322503
631	0.0158989427
632	0.01588800595
633	0.01587976948
634	0.01586263449
635	0.01585464341
636	0.01583838855
637	0.01582792187
638	0.01580071404
639	0.01578660676
640	0.01577181943
641	0.01574975849
642	0.01574528846
643	0.01573285578
644	0.01572555212
645	0.01570922915
646	0.01570211319
647	0.01568996546
648	0.01566801961
649	0.01566075185
650	0.01563160024
651	0.01562464608
652	0.01560071372
653	0.01558302602
654	0.01555560002
655	0.01554821868
656	0.01554154296
657	0.01551169685
658	0.01550806061
659	0.01549054861
660	0.01547317273
661	0.01546312017
662	0.01543680995
663	0.01542197439
664	0.01540530501
665	0.01537735473
666	0.01535585177
667	0.01535091228
668	0.01533787519
669	0.01531282421
670	0.01528536302
671	0.01527198867
672	0.01525329622
673	0.01523921227
674	0.01521622452
675	0.01520867043
676	0.01519120657
677	0.01517528458
678	0.01517095438
679	0.01515848808
680	0.01514662034
681	0.01513506149
682	0.01511842537
683	0.01510486895
684	0.01509492048
685	0.01508812565
686	0.01506559737
687	0.01505276281
688	0.01503916621
689	0.01502413308
690	0.01500253492
691	0.01498741381
692	0.01497784601
693	0.01496383433
694	0.01495050768
695	0.01493590585
696	0.01492428285
697	0.01490681638
698	0.01489105037
699	0.01487710601
700	0.01485451918
701	0.0148482579
702	0.01482547848
703	0.01481871159
704	0.01479385354
705	0.01478645203
706	0.01477888705
707	0.01476701462
708	0.01476352701
709	0.01473971314
710	0.01472877084
711	0.01472041604
712	0.01470778177
713	0.01469028727
714	0.01467503672
715	0.01466293834
716	0.01464833083
717	0.01463995609
718	0.01463186289
719	0.01462649726
720	0.01461736973
721	0.014612121
722	0.01460698994
723	0.01459946843
724	0.01459288358
725	0.0145856112
726	0.01458130961
727	0.01457253505
728	0.01456834227
729	0.0145642572
730	0.01455047498
731	0.0145366678
732	0.01452455163
733	0.01451026847
734	0.01450621935
735	0.01450230652
736	0.01449132303
737	0.01448750802
738	0.01447764103
739	0.01446610931
740	0.01445568625
741	0.01444802646
742	0.01443446489
743	0.01442309428
744	0.01441351834
745	0.01439002158
746	0.01437346117
747	0.0143623849
748	0.01435972964
749	0.01435001917
750	0.01433917903
751	0.01432821305
752	0.01432134003
753	0.01430236589
754	0.01428299705
755	0.01426942032
756	0.01426586267
757	0.01425645635
758	0.01423524046
759	0.01422896982
760	0.01420648184
761	0.01419122902
762	0.01418123346
763	0.014177745
764	0.01417163047
765	0.01415547454
766	0.01413496299
767	0.01411559679
768	0.01410194543
769	0.01409074704
770	0.01407826532
771	0.0140660668
772	0.01405688079
773	0.01404228796
774	0.01403809436
775	0.01403357128
776	0.01403121214
777	0.01402525072
778	0.01401898738
779	0.01400669616
780	0.01399587035
781	0.01398958595
782	0.01397785915
783	0.01396955753
784	0.0139636124
785	0.01395018864
786	0.01393939064
787	0.01393014932
788	0.01392004958
789	0.01391571397
790	0.01390538046
791	0.01389704532
792	0.01388064133
793	0.01387644464
794	0.013865852
795	0.01385820733
796	0.01384803681
797	0.01383629043
798	0.0138235903
799	0.01380106653
800	0.01379415835
801	0.01378306562
802	0.01377220467
803	0.01376383862
804	0.01374864473
805	0.01374537654
806	0.01373412145
807	0.0137279232
808	0.01371901678
809	0.01371014532
810	0.01369245039
811	0.01368926987
812	0.01366970614
813	0.01366156217
814	0.01364604777
815	0.01363523664
816	0.01362482594
817	0.013612768
818	0.0136023063
819	0.01359845073
820	0.01359485973
821	0.01359112858
822	0.0135736065
823	0.01356840777
824	0.01355611935
825	0.01354943913
826	0.01353614089
827	0.01352906485
828	0.01352150491
829	0.01350875528
830	0.01349776971
831	0.01348709696
832	0.01347148801
833	0.01346432255
834	0.01345444379
835	0.01343973435
836	0.01343350939
837	0.01342797718
838	0.01341842233
839	0.01341492674
840	0.01339742749
841	0.01339390027
842	0.01339132246
843	0.01338424401
844	0.0133812781
845	0.01336760862
846	0.01335921285
847	0.01335079325
848	0.01333798113
849	0.01333511442
850	0.01333327275
851	0.01332735039
852	0.01331937859
853	0.01330773694
854	0.01329903699
855	0.01328203329
856	0.01327865235
857	0.01327505839
858	0.01326385627
859	0.01325285051
860	0.01325031275
861	0.01323143456
862	0.01322848967
863	0.01321400769
864	0.01320185302
865	0.01319937391
866	0.01318753962
867	0.01317713256
868	0.01316735891
869	0.0131646485
870	0.01314696149
871	0.0131388042
872	0.01312881051
873	0.0131253609
874	0.01311361876
875	0.01310820097
876	0.01310294844
877	0.01308712261
878	0.0130766505
879	0.01307153435
880	0.01306138717
881	0.0130534885
882	0.01303875978
883	0.01302859633
884	0.01301724385
885	0.01300728436
886	0.01299757895
887	0.0129867345
888	0.01298009788
889	0.01296979671
890	0.01295313019
891	0.01293719619
892	0.0129332098
893	0.01292841174
894	0.01292064608
895	0.01291101416
896	0.01289777525
897	0.01287430411
898	0.01285901821
899	0.01284334501
900	0.01283304549
901	0.01282264794
902	0.01281862739
903	0.01280062515
904	0.01278174142
905	0.01276934981
906	0.0127620512
907	0.01275813871
908	0.01274704232
909	0.01272843536
910	0.01271902823
911	0.01271620226
912	0.01270515791
913	0.01269500708
914	0.01268809017
915	0.0126678752
916	0.01265519159
917	0.01264516419
918	0.01263237918
919	0.01262327433
920	0.01260543451
921	0.01258907216
922	0.01258592366
923	0.01257974248
924	0.01257735826
925	0.01257089017
926	0.01255882327
927	0.0125423752
928	0.0125377229
929	0.01252545557
930	0.01251595845
931	0.01250761134
932	0.01249045205
933	0.01247973859
934	0.01247388277
935	0.0124649335
936	0.01245972942
937	0.01245804805
938	0.01243634041
939	0.01242413142
940	0.01241896706
941	0.0124099273
942	0.01240147082
943	0.01239664827
944	0.01238089848
945	0.01237576791
946	0.01235958784
947	0.01235171039
948	0.01233912191
949	0.01233006514
950	0.01232634312
951	0.01231089497
952	0.0122956273
953	0.01228048584
954	0.01227377413
955	0.01227094091
956	0.01226145707
957	0.01225254415
958	0.01224954155
959	0.01224602843
960	0.0122309684
961	0.01221539425
962	0.01220056062
963	0.01218553459
964	0.01217125664
965	0.01216659782
